crop_name,soil_type,rainfall,temperature,humidity,fertilizer_used,season,yield
Maize,Clay,251.35,21.74,43.84,Organic,Rabi,33.29
Wheat,Black,627.46,25.82,84.26,Compost,Kharif,38.8
Sugarcane,Black,940.64,27.45,75.95,Urea,Monsoon,61.94
Rice,Loamy,811.4,22.1,87.33,DAP,Monsoon,44.08
Wheat,Loamy,1238.22,24.2,74.16,Urea,Monsoon,38.55
Cotton,Sandy,901.43,24.79,91.6,Organic,Monsoon,23.34
Sugarcane,Clay,873.71,28.46,77.37,NPK,Monsoon,58.57
Wheat,Loamy,455.17,12.57,37.25,DAP,Rabi,22.97
Wheat,Sandy,1504.5,24.31,86.34,Organic,Monsoon,19.63
Cotton,Clay,731.77,33.69,72.28,Urea,Kharif,35.77
Sugarcane,Black,88.4,29.34,31.79,DAP,Summer,34.89
Cotton,Clay,20.88,29.23,44.72,Urea,Summer,20.43
Cotton,Clay,644.87,29.66,89.31,Urea,Kharif,29.52
Wheat,Sandy,1289.1,26.61,72.28,Compost,Monsoon,30.98
Rice,Sandy,62.91,28.62,33.19,Compost,Summer,16.87
Maize,Black,400.89,20.68,37.57,Urea,Rabi,32.25
Soybean,Silt,321.44,23.45,59.55,Organic,Rabi,36.33
Soybean,Silt,290.5,11.26,62.08,Organic,Rabi,23.53
Soybean,Black,148.11,22.12,40.19,Organic,Rabi,27.96
Rice,Clay,796.36,33.86,73.06,NPK,Kharif,50.5
Sugarcane,Clay,93.54,38.18,44.22,Organic,Summer,33.9
Soybean,Silt,217.02,35.28,47.51,Organic,Summer,22.0
Sugarcane,Black,912.52,21.5,84.16,Organic,Monsoon,54.48
Wheat,Loamy,1050.02,32.41,86.4,Organic,Kharif,36.61
Maize,Silt,837.47,22.75,73.6,Compost,Monsoon,44.98
Sugarcane,Silt,1689.57,23.31,75.94,Urea,Monsoon,40.03
Maize,Sandy,208.0,32.24,28.41,Urea,Summer,12.89
Sugarcane,Loamy,220.19,21.9,58.22,NPK,Rabi,55.75
Sugarcane,Silt,631.55,24.54,84.72,Organic,Kharif,55.21
Soybean,Sandy,126.25,21.35,47.1,Urea,Rabi,24.6
Soybean,Black,177.11,23.33,60.11,Urea,Rabi,34.61
Cotton,Loamy,209.59,23.18,50.15,DAP,Rabi,32.68
Wheat,Loamy,132.42,34.25,48.82,NPK,Summer,29.85
Soybean,Sandy,435.06,14.14,59.93,DAP,Rabi,23.24
Wheat,Silt,441.53,22.48,41.43,Urea,Rabi,30.71
Rice,Clay,1313.28,28.65,94.18,DAP,Monsoon,32.46
Cotton,Clay,656.64,29.3,88.29,NPK,Kharif,32.57
Sugarcane,Sandy,1651.59,24.59,75.46,Compost,Monsoon,34.41
Soybean,Black,505.14,33.99,88.99,Compost,Kharif,31.37
Soybean,Black,88.65,29.51,21.92,Organic,Summer,10.0
Sugarcane,Sandy,170.91,41.33,39.54,DAP,Summer,23.8
Soybean,Clay,1460.53,26.81,88.03,Urea,Monsoon,23.75
Maize,Sandy,1188.27,20.35,87.7,Compost,Monsoon,27.71
Rice,Sandy,1706.53,26.72,82.68,NPK,Monsoon,24.27
Sugarcane,Black,42.45,29.79,27.76,NPK,Summer,31.12
Rice,Sandy,242.11,21.91,44.21,Urea,Rabi,34.71
Maize,Sandy,126.66,29.65,21.61,DAP,Summer,10.0
Soybean,Black,1689.43,25.0,91.69,Urea,Monsoon,12.41
Maize,Silt,154.95,13.2,47.28,Urea,Rabi,25.27
Cotton,Clay,411.58,17.8,53.93,DAP,Rabi,28.81
Sugarcane,Loamy,1073.53,27.61,74.22,Urea,Monsoon,60.74
Cotton,Loamy,1433.49,24.03,94.13,NPK,Monsoon,17.9
Wheat,Black,238.52,40.49,42.71,NPK,Summer,20.02
Wheat,Loamy,377.41,15.51,38.87,NPK,Rabi,25.67
Soybean,Sandy,1076.69,25.58,68.72,NPK,Kharif,35.97
Soybean,Black,1687.97,29.95,78.57,DAP,Monsoon,23.2
Maize,Clay,819.12,22.24,94.62,NPK,Monsoon,33.25
Wheat,Black,149.26,21.38,58.76,Organic,Rabi,35.13
Sugarcane,Sandy,915.75,22.58,63.24,Organic,Kharif,55.33
Wheat,Loamy,1180.25,25.47,81.86,Compost,Monsoon,34.75
Sugarcane,Loamy,1461.66,26.62,76.75,DAP,Monsoon,50.85
Rice,Silt,697.89,31.42,74.93,Urea,Kharif,48.39
Maize,Black,181.79,32.13,21.18,NPK,Summer,10.73
Rice,Silt,101.1,20.75,62.21,DAP,Rabi,42.54
Sugarcane,Silt,1045.67,22.9,81.71,NPK,Kharif,55.94
Sugarcane,Clay,80.75,28.7,44.4,Compost,Summer,44.16
Maize,Sandy,1538.54,20.95,88.96,DAP,Monsoon,16.86
Rice,Clay,225.74,41.37,28.05,DAP,Summer,11.79
Maize,Sandy,780.54,33.55,68.15,NPK,Kharif,40.58
Cotton,Silt,592.76,30.72,89.45,NPK,Kharif,31.2
Wheat,Silt,1602.26,26.78,74.53,Organic,Monsoon,25.55
Maize,Black,293.23,17.81,61.63,Urea,Rabi,39.66
Wheat,Sandy,993.2,30.14,83.03,DAP,Kharif,32.7
Soybean,Clay,802.99,30.72,74.46,DAP,Kharif,40.93
Sugarcane,Silt,508.15,33.21,75.17,NPK,Kharif,56.74
Cotton,Clay,1120.63,23.31,76.95,Urea,Monsoon,33.04
Soybean,Silt,131.53,17.11,52.19,Compost,Rabi,23.14
Cotton,Silt,1186.47,30.94,60.53,DAP,Kharif,32.55
Wheat,Black,1078.14,31.5,88.9,Organic,Kharif,32.85
Soybean,Black,1750.36,23.63,71.36,NPK,Monsoon,19.76
Cotton,Sandy,1516.66,23.63,81.31,Organic,Monsoon,14.28
Sugarcane,Clay,101.68,36.87,44.0,Urea,Summer,38.12
Maize,Loamy,296.97,23.15,57.28,Urea,Rabi,44.01
Maize,Black,148.3,23.64,41.47,NPK,Rabi,36.05
Rice,Sandy,846.5,26.33,86.8,Urea,Monsoon,37.03
Cotton,Silt,485.54,10.07,57.09,Organic,Rabi,19.01
Cotton,Black,376.73,12.78,59.46,Compost,Rabi,21.83
Sugarcane,Black,135.95,33.39,49.39,Organic,Summer,47.91
Rice,Sandy,243.21,34.34,24.0,Compost,Summer,10.0
Sugarcane,Black,183.73,41.1,38.98,DAP,Summer,30.09
Soybean,Sandy,492.53,20.4,63.75,DAP,Rabi,33.52
Sugarcane,Sandy,149.32,36.16,48.28,Urea,Summer,38.26
Sugarcane,Black,1608.3,25.23,70.63,DAP,Monsoon,44.06
Sugarcane,Loamy,192.54,30.25,28.6,NPK,Summer,33.59
Wheat,Sandy,751.08,27.43,78.48,NPK,Kharif,38.09
Soybean,Clay,1037.6,27.84,89.97,Organic,Monsoon,29.56
Sugarcane,Loamy,1216.57,27.88,87.13,Compost,Monsoon,52.1
Wheat,Loamy,348.22,22.49,61.1,DAP,Rabi,43.73
Sugarcane,Sandy,410.46,25.43,43.83,Organic,Rabi,45.14
Sugarcane,Loamy,394.03,11.91,36.22,NPK,Rabi,34.43
Maize,Clay,21.3,34.53,48.12,NPK,Summer,26.31
Maize,Black,132.83,36.02,30.74,Urea,Summer,18.0
Maize,Black,308.24,22.58,39.78,NPK,Rabi,35.93
Cotton,Loamy,453.36,20.61,44.93,DAP,Rabi,30.26
Soybean,Black,580.31,26.15,67.21,Compost,Kharif,42.31
Soybean,Clay,107.72,39.15,23.4,Urea,Summer,10.0
Sugarcane,Sandy,138.29,35.12,34.6,Urea,Summer,27.35
Sugarcane,Clay,1163.75,24.01,88.69,DAP,Kharif,48.43
Wheat,Loamy,445.98,16.79,38.12,NPK,Rabi,28.3
Sugarcane,Silt,109.5,21.47,36.14,Urea,Rabi,36.56
Rice,Sandy,902.47,24.73,67.76,Organic,Kharif,44.0
Sugarcane,Silt,23.88,37.43,36.05,Compost,Summer,28.47
Soybean,Loamy,990.62,22.87,87.84,Organic,Kharif,31.29
Sugarcane,Sandy,697.06,33.12,71.44,Organic,Kharif,54.54
Wheat,Silt,154.55,16.26,58.92,NPK,Rabi,30.8
Sugarcane,Clay,240.2,28.16,46.24,DAP,Summer,46.62
Wheat,Loamy,1337.15,29.47,77.62,Organic,Monsoon,36.67
Sugarcane,Sandy,1705.63,28.51,73.56,NPK,Monsoon,34.46
Soybean,Sandy,626.95,31.6,85.57,NPK,Kharif,32.04
Soybean,Silt,703.46,22.81,62.95,Organic,Kharif,41.31
Cotton,Sandy,368.52,13.75,43.55,DAP,Rabi,12.22
Rice,Sandy,1128.35,26.59,87.34,Compost,Monsoon,32.6
Soybean,Sandy,968.64,23.13,89.64,DAP,Monsoon,27.61
Sugarcane,Silt,50.89,38.26,46.34,DAP,Summer,36.05
Maize,Sandy,623.04,29.28,85.25,Compost,Kharif,37.21
Rice,Black,188.72,36.77,41.82,NPK,Summer,32.44
Soybean,Loamy,1569.2,22.13,70.92,Organic,Monsoon,26.04
Soybean,Silt,110.27,40.48,37.69,NPK,Summer,11.74
Rice,Silt,777.75,28.03,79.88,Organic,Kharif,48.53
Soybean,Clay,278.49,12.87,63.46,Organic,Rabi,26.52
Rice,Silt,653.17,27.85,61.89,DAP,Kharif,50.11
Wheat,Clay,109.26,40.85,46.45,Organic,Summer,14.35
Sugarcane,Sandy,212.02,31.69,36.33,Urea,Summer,32.46
Sugarcane,Silt,861.66,26.52,87.22,DAP,Kharif,53.14
Maize,Sandy,1687.17,20.07,92.05,Compost,Monsoon,10.0
Rice,Loamy,68.65,30.62,30.87,Organic,Summer,24.15
Wheat,Clay,185.66,34.74,34.36,Compost,Summer,15.09
Rice,Silt,117.26,19.18,39.83,Urea,Rabi,30.68
Wheat,Black,616.44,33.07,75.5,NPK,Kharif,41.52
Soybean,Loamy,651.62,29.28,74.14,DAP,Kharif,42.8
Rice,Silt,417.85,23.13,40.46,Organic,Rabi,39.07
Maize,Clay,1396.53,20.69,79.46,DAP,Monsoon,31.93
Wheat,Clay,1626.51,26.06,74.44,Organic,Monsoon,27.75
Soybean,Loamy,565.23,29.91,87.06,Organic,Kharif,35.82
Wheat,Silt,1170.38,20.43,83.25,Organic,Monsoon,30.44
Cotton,Silt,797.84,25.05,82.98,DAP,Kharif,35.78
Wheat,Sandy,1057.8,20.05,88.59,Organic,Monsoon,23.03
Soybean,Loamy,762.52,24.47,84.13,Organic,Kharif,37.39
Wheat,Clay,80.1,35.51,36.94,Compost,Summer,16.22
Sugarcane,Silt,1352.1,25.58,74.47,NPK,Monsoon,52.32
Cotton,Sandy,198.06,33.57,24.14,DAP,Summer,10.0
Wheat,Clay,140.11,18.13,58.58,Compost,Rabi,32.4
Soybean,Loamy,1764.57,20.05,72.28,NPK,Monsoon,17.37
Soybean,Silt,684.16,26.45,78.27,Urea,Kharif,39.96
Cotton,Black,183.67,36.36,48.37,Organic,Summer,23.16
Sugarcane,Silt,641.2,29.88,84.12,Compost,Kharif,52.38
Wheat,Black,346.08,20.78,45.79,Organic,Rabi,34.72
Rice,Loamy,1153.13,23.95,84.65,DAP,Monsoon,43.63
Sugarcane,Loamy,187.01,35.83,37.49,Urea,Summer,37.44
Maize,Clay,281.9,16.46,35.14,Organic,Rabi,22.14
Soybean,Loamy,852.22,26.08,63.51,Organic,Kharif,43.32
Maize,Black,179.66,41.52,36.9,Organic,Summer,16.73
Maize,Silt,837.38,25.09,71.48,Compost,Kharif,46.72
Rice,Clay,1755.45,25.17,70.24,DAP,Monsoon,30.77
Rice,Sandy,1473.7,28.21,71.9,Urea,Monsoon,35.88
Cotton,Sandy,457.73,14.31,63.41,DAP,Rabi,24.03
Rice,Silt,394.17,23.96,41.2,NPK,Rabi,38.6
Rice,Black,411.58,11.92,37.35,DAP,Rabi,27.5
Cotton,Black,1093.61,26.45,69.46,Urea,Kharif,38.58
Soybean,Sandy,493.76,24.66,43.41,Compost,Rabi,25.94
Soybean,Clay,1278.32,25.41,82.56,Urea,Monsoon,30.5
Sugarcane,Clay,988.77,27.52,80.68,Compost,Kharif,52.19
Rice,Silt,727.81,29.35,67.79,Organic,Kharif,50.08
Rice,Sandy,104.16,34.98,26.32,Compost,Summer,10.0
Maize,Sandy,123.67,36.0,49.38,Compost,Summer,24.27
Wheat,Sandy,1656.31,21.96,90.0,NPK,Monsoon,12.5
Cotton,Loamy,1299.6,29.96,91.23,NPK,Monsoon,24.55
Sugarcane,Sandy,77.72,40.02,21.43,Compost,Summer,10.0
Rice,Loamy,129.6,36.82,33.5,NPK,Summer,22.49
Maize,Sandy,99.15,33.76,30.53,Organic,Summer,12.41
Soybean,Clay,491.75,14.55,44.75,Organic,Rabi,25.04
Sugarcane,Silt,1413.66,24.64,93.91,Urea,Monsoon,39.78
Sugarcane,Sandy,1648.9,20.71,74.05,Compost,Monsoon,32.53
Maize,Sandy,1071.25,24.45,91.57,DAP,Monsoon,29.58
Soybean,Black,967.32,28.54,73.13,Compost,Monsoon,38.61
Maize,Loamy,258.82,11.53,63.1,NPK,Rabi,32.06
Wheat,Loamy,572.75,29.42,62.53,Compost,Kharif,46.39
Cotton,Sandy,395.04,17.09,38.79,NPK,Rabi,16.58
Rice,Loamy,217.88,32.55,34.28,Urea,Summer,31.22
Soybean,Sandy,935.11,29.48,83.48,Organic,Monsoon,31.15
Cotton,Black,229.05,34.74,26.81,Compost,Summer,10.0
Maize,Sandy,55.82,28.15,35.7,Compost,Summer,18.54
Rice,Sandy,1335.1,26.88,82.3,DAP,Monsoon,35.72
Maize,Loamy,157.31,39.15,36.45,Compost,Summer,16.96
Soybean,Silt,165.31,21.79,46.69,Compost,Rabi,27.02
Maize,Loamy,306.64,22.8,53.4,Compost,Rabi,43.3
Maize,Sandy,114.97,39.95,25.47,Organic,Summer,10.0
Sugarcane,Silt,1072.13,26.23,74.69,Organic,Monsoon,54.18
Wheat,Black,488.93,14.51,38.75,Urea,Rabi,23.61
Wheat,Clay,105.89,13.48,47.61,Urea,Rabi,22.36
Cotton,Sandy,731.17,32.12,88.55,Compost,Kharif,20.87
Cotton,Loamy,981.6,28.96,76.25,Organic,Monsoon,36.99
Wheat,Loamy,1571.23,24.43,88.44,NPK,Monsoon,21.35
Cotton,Loamy,289.13,20.9,44.36,Organic,Rabi,27.42
Sugarcane,Loamy,677.32,29.66,65.96,Organic,Kharif,64.29
Sugarcane,Clay,353.16,15.19,40.02,Urea,Rabi,39.25
Wheat,Silt,1178.18,28.97,80.72,NPK,Kharif,36.93
Rice,Sandy,163.08,11.46,53.56,Urea,Rabi,25.44
Sugarcane,Loamy,168.25,37.82,43.74,Urea,Summer,38.17
Rice,Sandy,205.27,34.14,25.79,Organic,Summer,12.23
Maize,Clay,839.71,27.25,68.84,DAP,Kharif,48.87
Rice,Black,94.45,34.56,46.03,NPK,Summer,33.83
Soybean,Clay,279.75,23.11,51.25,Urea,Rabi,33.99
Sugarcane,Black,453.17,19.92,45.92,Compost,Rabi,51.41
Maize,Loamy,989.87,26.83,89.14,Organic,Monsoon,38.14
Maize,Sandy,45.41,35.32,22.0,Compost,Summer,10.0
Rice,Clay,142.82,13.07,35.95,Urea,Rabi,20.7
Cotton,Silt,31.29,31.09,41.54,Organic,Summer,14.16
Rice,Silt,1601.02,20.61,83.95,Urea,Monsoon,29.12
Cotton,Sandy,141.67,38.28,45.03,Urea,Summer,10.0
Rice,Black,1007.62,28.38,65.68,Urea,Kharif,50.12
Rice,Black,1546.11,27.66,84.41,NPK,Monsoon,34.37
Sugarcane,Silt,416.98,18.8,50.14,Urea,Rabi,51.84
Soybean,Black,227.57,35.7,49.91,Compost,Summer,27.8
Cotton,Silt,325.26,13.42,57.97,DAP,Rabi,26.02
Maize,Sandy,1759.82,20.0,70.87,Compost,Monsoon,15.5
Wheat,Black,21.51,41.78,26.44,NPK,Summer,10.0
Sugarcane,Sandy,137.71,17.37,39.68,Organic,Rabi,32.62
Soybean,Clay,206.55,29.29,31.99,NPK,Summer,20.06
Sugarcane,Loamy,972.9,28.26,87.24,DAP,Monsoon,55.38
Wheat,Black,1011.55,28.92,62.35,DAP,Kharif,41.01
Maize,Sandy,1730.25,21.21,89.26,Compost,Monsoon,11.67
Soybean,Loamy,713.35,22.49,76.2,Compost,Kharif,38.15
Soybean,Clay,971.54,33.97,89.13,NPK,Kharif,31.14
Soybean,Black,272.77,22.58,39.44,Urea,Rabi,27.06
Cotton,Black,1062.56,23.99,80.86,Urea,Monsoon,34.54
Rice,Silt,295.14,20.44,40.88,Organic,Rabi,35.79
Sugarcane,Black,128.66,22.43,44.7,NPK,Rabi,50.66
Wheat,Loamy,1165.27,21.9,78.61,Compost,Monsoon,37.61
Maize,Clay,1423.18,24.4,93.11,DAP,Monsoon,24.95
Sugarcane,Sandy,578.66,22.65,88.47,NPK,Kharif,49.44
Maize,Loamy,713.58,27.65,69.96,DAP,Kharif,51.3
Rice,Clay,146.22,36.72,49.77,Organic,Summer,32.99
Sugarcane,Loamy,678.82,22.72,66.02,Compost,Kharif,61.86
Maize,Loamy,546.62,29.92,79.89,Compost,Kharif,46.76
Maize,Loamy,219.5,37.09,26.94,Urea,Summer,13.44
Sugarcane,Loamy,1666.77,25.32,74.66,DAP,Monsoon,43.74
Cotton,Black,673.17,28.35,70.01,Urea,Kharif,38.97
Rice,Loamy,101.74,32.23,49.88,DAP,Summer,40.16
Maize,Loamy,1690.4,28.15,70.74,DAP,Monsoon,31.08
Maize,Clay,226.35,37.2,22.63,NPK,Summer,10.0
Sugarcane,Black,1040.36,21.53,94.26,NPK,Monsoon,48.59
Maize,Silt,182.7,12.22,51.24,Organic,Rabi,27.0
Rice,Sandy,272.03,24.54,58.1,Organic,Rabi,41.34
Soybean,Clay,890.14,33.38,63.55,DAP,Kharif,38.39
Rice,Loamy,1761.2,23.03,88.64,DAP,Monsoon,23.76
Sugarcane,Sandy,142.71,12.96,57.87,NPK,Rabi,38.25
Maize,Black,338.54,13.69,35.78,Organic,Rabi,20.16
Cotton,Clay,1512.02,23.74,91.3,Organic,Monsoon,15.05
Rice,Clay,112.89,22.23,35.45,NPK,Rabi,28.99
Cotton,Clay,126.45,24.83,64.57,NPK,Rabi,34.47
Cotton,Sandy,271.02,22.42,53.24,Compost,Rabi,27.11
Sugarcane,Sandy,864.45,27.42,84.81,Compost,Kharif,46.27
Rice,Black,1783.83,20.39,79.68,Organic,Monsoon,24.28
Wheat,Clay,1198.04,23.05,90.69,DAP,Monsoon,29.01
Cotton,Sandy,982.97,32.84,73.91,Organic,Kharif,29.69
Wheat,Black,411.49,25.01,55.88,Urea,Rabi,39.53
Cotton,Sandy,625.22,29.08,81.38,Compost,Kharif,27.11
Cotton,Loamy,179.1,40.7,43.89,DAP,Summer,15.72
Wheat,Loamy,1434.07,20.85,87.68,Urea,Monsoon,26.87
Soybean,Black,1350.35,20.44,74.27,NPK,Monsoon,31.34
Sugarcane,Clay,171.55,21.39,47.59,NPK,Rabi,48.53
Cotton,Sandy,1128.98,33.53,60.11,NPK,Kharif,29.73
Wheat,Silt,1343.5,20.06,92.07,Compost,Monsoon,19.53
Soybean,Silt,1241.88,26.01,70.16,Compost,Monsoon,36.58
Maize,Black,119.57,12.37,54.6,Organic,Rabi,24.78
Wheat,Black,96.16,29.23,23.27,Organic,Summer,10.05
Rice,Sandy,486.52,21.99,45.81,Organic,Rabi,35.03
Maize,Sandy,1620.26,27.58,91.08,DAP,Monsoon,14.66
Cotton,Clay,95.72,33.79,26.3,Urea,Summer,10.0
Wheat,Loamy,838.56,30.26,88.02,Organic,Kharif,39.26
Maize,Silt,79.72,36.05,38.7,Organic,Summer,22.95
Soybean,Black,1292.5,21.8,85.24,Compost,Monsoon,28.76
Rice,Loamy,825.42,31.56,82.12,Urea,Kharif,45.58
Soybean,Silt,733.65,28.72,79.13,Compost,Kharif,34.86
Rice,Sandy,715.44,28.08,69.72,DAP,Kharif,43.62
Sugarcane,Sandy,1524.4,26.16,70.73,DAP,Monsoon,41.25
Maize,Sandy,1597.25,26.46,82.04,Compost,Monsoon,22.66
Soybean,Sandy,1727.79,20.56,83.03,Compost,Monsoon,10.0
Sugarcane,Sandy,645.78,30.23,83.99,Organic,Kharif,51.65
Maize,Loamy,213.37,32.75,31.26,NPK,Summer,23.87
Rice,Black,987.38,21.17,89.56,Organic,Monsoon,38.6
Maize,Loamy,886.8,28.77,79.29,DAP,Monsoon,48.7
Maize,Clay,60.25,33.24,21.12,Organic,Summer,10.0
Wheat,Silt,1059.32,32.86,64.62,Organic,Kharif,37.86
Cotton,Black,52.96,40.21,44.66,DAP,Summer,14.15
Sugarcane,Clay,821.56,30.56,75.67,NPK,Kharif,56.75
